VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
200, 21627,  2.88609,  14.92121,  5.97339,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11203,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
201, 21628,  2.88609,  16.81473,  8.80724,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11203,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
202, 21626,  2.88609,  17.2054,  8.97179,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11652,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
203, 21622,  2.88609,  16.97074,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00, -0.03937,  0.02362, -1.00,  0.11203,  0.71424,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
204, 21629,  2.88609,  14.92101,  5.53218,  1.00,  0.00,  0.00,  1.00,  1.00, -0.00787,  0.00787, -1.00,  0.11652,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
205, 21627,  2.88609,  14.92121,  5.97339,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11203,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
206, 21625,  2.88609,  15.86724,  5.74118,  1.00,  0.00,  0.00,  1.00,  1.00, -0.02362,  0.01575, -1.00,  0.11652,  0.72273,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
207, 21626,  2.88609,  17.2054,  8.97179,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11652,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
208, 21628,  2.88609,  16.81473,  8.80724,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11203,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
209, 21630,  2.88609,  16.37045,  9.47216,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10845,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
210, 21629,  2.88609,  14.92101,  5.53218,  1.00,  0.00,  0.00,  1.00,  1.00, -0.00787,  0.00787, -1.00,  0.11652,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
211, 21631,  2.88609,  14.13689,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.10827,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
212, 21627,  2.88609,  14.92121,  5.97339,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11203,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
213, 21630,  2.88609,  16.37045,  9.47216,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10845,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
214, 21632,  2.88609,  16.66941,  9.77396,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10933,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
215, 21626,  2.88609,  17.2054,  8.97179,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11652,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
216, 21633,  2.88609,  13.97479,  5.74118,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.10897,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
217, 21631,  2.88609,  14.13689,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.10827,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
218, 21629,  2.88609,  14.92101,  5.53218,  1.00,  0.00,  0.00,  1.00,  1.00, -0.00787,  0.00787, -1.00,  0.11652,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
219, 21634,  2.88609,  15.70553,  9.91644,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10663,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
220, 21632,  2.88609,  16.66941,  9.77396,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10933,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
221, 21630,  2.88609,  16.37045,  9.47216,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10845,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
222, 21633,  2.88609,  13.97479,  5.74118,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.10897,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
223, 21635,  2.88609,  13.17262,  6.27718,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10533,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
224, 21631,  2.88609,  14.13689,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.10827,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
225, 21632,  2.88609,  16.66941,  9.77396,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10933,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
226, 21634,  2.88609,  15.70553,  9.91644,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10663,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
227, 21636,  2.88609,  15.86724,  10.30995,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10569,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
228, 21637,  2.88609,  13.47197,  6.57368,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10645,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
229, 21631,  2.88609,  14.13689,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.10827,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
230, 21635,  2.88609,  13.17262,  6.27718,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10533,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
231, 21638,  2.88609,  14.92121,  10.07245,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10287,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
232, 21636,  2.88609,  15.86724,  10.30995,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10569,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
233, 21634,  2.88609,  15.70553,  9.91644,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10663,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
234, 21637,  2.88609,  13.47197,  6.57368,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10645,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
235, 21635,  2.88609,  13.17262,  6.27718,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10533,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
236, 21639,  2.88609,  13.02769,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.01575,  1.00,  0.10287,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
237, 21640,  2.88609,  14.92101,  10.49817,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.09814,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
238, 21636,  2.88609,  15.86724,  10.30995,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10569,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
239, 21638,  2.88609,  14.92121,  10.07245,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10287,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
240, 21641,  2.88609,  12.63663,  7.07935,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.00787,  1.00,  0.09814,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
241, 21639,  2.88609,  13.02769,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.01575,  1.00,  0.10287,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
242, 21635,  2.88609,  13.17262,  6.27718,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10533,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
243, 21638,  2.88609,  14.92121,  10.07245,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10287,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
244, 21642,  2.88609,  13.97479,  10.30995,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.00787,  1.00,  0.09814,  0.71206,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
245, 21640,  2.88609,  14.92101,  10.49817,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.09814,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
246, 21641,  2.88609,  12.63663,  7.07935,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.00787,  1.00,  0.09814,  0.72709,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
247, 21643,  2.88609,  12.44841,  8.02557,  1.00,  0.00,  0.00,  1.00,  1.00,  0.05512, -0.0315,  1.00,  0.09814,  0.72242,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
248, 21639,  2.88609,  13.02769,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.01575,  1.00,  0.10287,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
249, 21644,  2.88609,  14.13689,  9.91644,  1.00,  0.00,  0.00,  1.00,  1.00,  0.02362, -0.01575,  1.00,  0.10287,  0.71409,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
250, 21642,  2.88609,  13.97479,  10.30995,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.00787,  1.00,  0.09814,  0.71206,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
251, 21638,  2.88609,  14.92121,  10.07245,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.10287,  0.71221,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
252, 21645,  2.88609,  12.87168,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00,  0.06299, -0.04724,  1.00,  0.10287,  0.71903,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
253, 21639,  2.88609,  13.02769,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.01575,  1.00,  0.10287,  0.72148,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
254, 21643,  2.88609,  12.44841,  8.02557,  1.00,  0.00,  0.00,  1.00,  1.00,  0.05512, -0.0315,  1.00,  0.09814,  0.72242,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
255, 21646,  2.88609,  13.26474,  9.91183,  0.62992,  0.64567, -0.43307,  1.00,  0.99213,  0.08661, -0.05512, -1.00,  0.09814,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
256, 21642,  2.88609,  13.97479,  10.30995,  1.00,  0.00,  0.00,  1.00,  1.00,  0.01575, -0.00787,  1.00,  0.09814,  0.71206,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
257, 21644,  2.88609,  14.13689,  9.91644,  1.00,  0.00,  0.00,  1.00,  1.00,  0.02362, -0.01575,  1.00,  0.10287,  0.71409,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
258, 21645,  2.88609,  12.87168,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00,  0.06299, -0.04724,  1.00,  0.10287,  0.71903,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
259, 21643,  2.88609,  12.44841,  8.02557,  1.00,  0.00,  0.00,  1.00,  1.00,  0.05512, -0.0315,  1.00,  0.09814,  0.72242,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
260, 21647,  2.88609,  12.54234,  8.83067,  0.64567,  0.62992, -0.4252,  1.00,  0.98425,  0.14961, -0.10236, -1.00,  0.09814,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
261, 21644,  2.88609,  14.13689,  9.91644,  1.00,  0.00,  0.00,  1.00,  1.00,  0.02362, -0.01575,  1.00,  0.10287,  0.71409,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
262, 21648,  2.88609,  13.47197,  9.47216,  1.00,  0.00,  0.00,  1.00,  1.00,  0.02362, -0.01575,  1.00,  0.10287,  0.71568,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
263, 21646,  2.88609,  13.26474,  9.91183,  0.62992,  0.64567, -0.43307,  1.00,  0.99213,  0.08661, -0.05512, -1.00,  0.09814,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
264, 21647,  2.88609,  12.54234,  8.83067,  0.64567,  0.62992, -0.4252,  1.00,  0.98425,  0.14961, -0.10236, -1.00,  0.09814,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
265, 21649,  2.88609,  13.02769,  8.80724,  1.00,  0.00,  0.00,  1.00,  1.00,  0.06299, -0.03937,  1.00,  0.10287,  0.71742,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
266, 21645,  2.88609,  12.87168,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00,  0.06299, -0.04724,  1.00,  0.10287,  0.71903,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
267, 21646,  2.88609,  13.26474,  9.91183,  0.62992,  0.64567, -0.43307,  1.00,  0.99213,  0.08661, -0.05512, -1.00,  0.09814,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
268, 21648,  2.88609,  13.47197,  9.47216,  1.00,  0.00,  0.00,  1.00,  1.00,  0.02362, -0.01575,  1.00,  0.10287,  0.71568,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
269, 21649,  2.88609,  13.02769,  8.80724,  1.00,  0.00,  0.00,  1.00,  1.00,  0.06299, -0.03937,  1.00,  0.10287,  0.71742,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
270, 21646,  2.88609,  13.26474,  9.91183,  0.62992,  0.64567, -0.43307,  1.00,  0.99213,  0.08661, -0.05512, -1.00,  0.09814,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
271, 21649,  2.88609,  13.02769,  8.80724,  1.00,  0.00,  0.00,  1.00,  1.00,  0.06299, -0.03937,  1.00,  0.10287,  0.71742,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
272, 21647,  2.88609,  12.54234,  8.83067,  0.64567,  0.62992, -0.4252,  1.00,  0.98425,  0.14961, -0.10236, -1.00,  0.09814,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
273, 21646,  2.88609,  13.26474,  9.91183,  0.62992,  0.64567, -0.43307,  1.00,  0.99213,  0.08661, -0.05512, -1.00,  0.09814,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
274, 21647,  2.88609,  12.54234,  8.83067,  0.64567,  0.62992, -0.4252,  1.00,  0.98425,  0.14961, -0.10236, -1.00,  0.09814,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
275, 21650,  4.54824,  12.56505,  10.37948,  0.92126,  0.32283, -0.22047,  1.00,  0.9685,  0.2126, -0.14173, -1.00,  0.09111,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
276, 21651,  4.54824,  11.84274,  9.29848,  0.91339,  0.33858, -0.22835,  1.00,  0.98425,  0.15748, -0.10236, -1.00,  0.09111,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
277, 21650,  4.54824,  12.56505,  10.37948,  0.92126,  0.32283, -0.22047,  1.00,  0.9685,  0.2126, -0.14173, -1.00,  0.09111,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
278, 21647,  2.88609,  12.54234,  8.83067,  0.64567,  0.62992, -0.4252,  1.00,  0.98425,  0.14961, -0.10236, -1.00,  0.09814,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
279, 21650,  4.54824,  12.56505,  10.37948,  0.92126,  0.32283, -0.22047,  1.00,  0.9685,  0.2126, -0.14173, -1.00,  0.09111,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
280, 21651,  4.54824,  11.84274,  9.29848,  0.91339,  0.33858, -0.22835,  1.00,  0.98425,  0.15748, -0.10236, -1.00,  0.09111,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
281, 21652,  4.54824,  10.20421,  12.15137,  0.90551, -0.37008,  0.19685,  1.00,  0.96063, -0.22047,  0.16535,  1.00,  0.08012,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.98431,  0.01569,  0.00,  0.00
282, 21652,  4.54824,  10.20421,  12.15137,  0.90551, -0.37008,  0.19685,  1.00,  0.96063, -0.22047,  0.16535,  1.00,  0.08012,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.98431,  0.01569,  0.00,  0.00
283, 21651,  4.54824,  11.84274,  9.29848,  0.91339,  0.33858, -0.22835,  1.00,  0.98425,  0.15748, -0.10236, -1.00,  0.09111,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
284, 21653,  4.54824,  9.57288,  10.95883,  0.93701, -0.30709,  0.1811,  1.00,  0.97638, -0.1811,  0.14173,  1.00,  0.08012,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.98039,  0.01961,  0.00,  0.00
285, 21652,  4.54824,  10.20421,  12.15137,  0.90551, -0.37008,  0.19685,  1.00,  0.96063, -0.22047,  0.16535,  1.00,  0.08012,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.98431,  0.01569,  0.00,  0.00
286, 21653,  4.54824,  9.57288,  10.95883,  0.93701, -0.30709,  0.1811,  1.00,  0.97638, -0.1811,  0.14173,  1.00,  0.08012,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.98039,  0.01961,  0.00,  0.00
287, 21654,  1.6364,  7.04553,  14.85583,  0.75591, -0.51181,  0.40945,  1.00,  0.6378, -0.6063,  0.48031, -1.00,  0.0602,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96471,  0.03529,  0.00,  0.00
288, 21654,  1.6364,  7.04553,  14.85583,  0.75591, -0.51181,  0.40945,  1.00,  0.6378, -0.6063,  0.48031, -1.00,  0.0602,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96471,  0.03529,  0.00,  0.00
289, 21653,  4.54824,  9.57288,  10.95883,  0.93701, -0.30709,  0.1811,  1.00,  0.97638, -0.1811,  0.14173,  1.00,  0.08012,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.98039,  0.01961,  0.00,  0.00
290, 21655,  1.6364,  6.20282,  13.85082,  0.76378, -0.49606,  0.41732,  1.00,  0.64567, -0.59843,  0.47244, -1.00,  0.0602,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96078,  0.03922,  0.00,  0.00
291, 21654,  1.6364,  7.04553,  14.85583,  0.75591, -0.51181,  0.40945,  1.00,  0.6378, -0.6063,  0.48031, -1.00,  0.0602,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96471,  0.03529,  0.00,  0.00
292, 21655,  1.6364,  6.20282,  13.85082,  0.76378, -0.49606,  0.41732,  1.00,  0.64567, -0.59843,  0.47244, -1.00,  0.0602,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96078,  0.03922,  0.00,  0.00
293, 21656,  0.00,  6.49142,  15.54944,  0.00, -0.76378,  0.64567,  1.00,  0.00, -0.77165,  0.62992,  1.00,  0.0535,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96078,  0.03922,  0.00,  0.00
294, 21656,  0.00,  6.49142,  15.54944,  0.00, -0.76378,  0.64567,  1.00,  0.00, -0.77165,  0.62992,  1.00,  0.0535,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96078,  0.03922,  0.00,  0.00
295, 21655,  1.6364,  6.20282,  13.85082,  0.76378, -0.49606,  0.41732,  1.00,  0.64567, -0.59843,  0.47244, -1.00,  0.0602,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.96078,  0.03922,  0.00,  0.00
296, 21657,  0.00,  5.59172,  14.49369,  0.00, -0.76378,  0.64567,  1.00,  0.00, -0.77165,  0.62992,  1.00,  0.0535,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.95686,  0.04314,  0.00,  0.00
297, 21658,  0.00, -14.51457,  21.59892,  0.00,  0.98425, -0.19685,  1.00,  0.00,  0.95276, -0.29921,  1.00,  0.08292,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.86275,  0.13725,  0.00,  0.00
298, 21659,  0.00, -14.83278,  20.00718,  0.00,  0.97638, -0.22047,  1.00, -0.02362,  0.96063, -0.27559,  1.00,  0.08292,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
299, 21660,  1.6364, -15.691,  21.77385,  0.84252,  0.51181, -0.16535,  1.00,  0.66142,  0.70079, -0.26772,  1.00,  0.07606,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
300, 21660,  1.6364, -15.691,  21.77385,  0.84252,  0.51181, -0.16535,  1.00,  0.66142,  0.70079, -0.26772,  1.00,  0.07606,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
301, 21659,  0.00, -14.83278,  20.00718,  0.00,  0.97638, -0.22047,  1.00, -0.02362,  0.96063, -0.27559,  1.00,  0.08292,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
302, 21661,  1.49138, -16.00921,  20.12292,  0.85039,  0.49606, -0.1811,  1.00,  0.75591,  0.6063, -0.24409,  1.00,  0.07606,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.85098,  0.14902,  0.00,  0.00
303, 21661,  1.49138, -16.00921,  20.12292,  0.85039,  0.49606, -0.1811,  1.00,  0.75591,  0.6063, -0.24409,  1.00,  0.07606,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.85098,  0.14902,  0.00,  0.00
